Entry	Entry name	Gene names	Organism	Length
Q4C8M4	Q4C8M4_CROWT	CwatDRAFT_5367	Crocosphaera watsonii WH 8501	96
Q4C4A1	Q4C4A1_CROWT	CwatDRAFT_3998	Crocosphaera watsonii WH 8501	436
Q4BYJ9	Q4BYJ9_CROWT	CwatDRAFT_1692	Crocosphaera watsonii WH 8501	334
Q4C288	Q4C288_CROWT	CwatDRAFT_3146	Crocosphaera watsonii WH 8501	427
Q4BUF9	Q4BUF9_CROWT	CwatDRAFT_0154	Crocosphaera watsonii WH 8501	275
Q4BW80	Q4BW80_CROWT	CwatDRAFT_0815	Crocosphaera watsonii WH 8501	385
Q4C1Y4	Q4C1Y4_CROWT	CwatDRAFT_3320	Crocosphaera watsonii WH 8501	288
Q4C5L4	Q4C5L4_CROWT	CwatDRAFT_4621	Crocosphaera watsonii WH 8501	153
Q4C9G3	Q4C9G3_CROWT	CwatDRAFT_6350	Crocosphaera watsonii WH 8501	234
Q4BVJ1	Q4BVJ1_CROWT	CwatDRAFT_0631	Crocosphaera watsonii WH 8501	201
Q4C0Z9	Q4C0Z9_CROWT	CwatDRAFT_2776	Crocosphaera watsonii WH 8501	232
Q4C9X8	Q4C9X8_CROWT	CwatDRAFT_6254	Crocosphaera watsonii WH 8501	240
Q4BZM0	Q4BZM0_CROWT	CwatDRAFT_2381	Crocosphaera watsonii WH 8501	508
Q4C169	Q4C169_CROWT	CwatDRAFT_3039	Crocosphaera watsonii WH 8501	70
Q4C8I2	Q4C8I2_CROWT	CwatDRAFT_5398	Crocosphaera watsonii WH 8501	131
Q4C1T3	Q4C1T3_CROWT	CwatDRAFT_2489	Crocosphaera watsonii WH 8501	261
Q4C2N1	Q4C2N1_CROWT	CwatDRAFT_3266	Crocosphaera watsonii WH 8501	129
Q4C6B3	Q4C6B3_CROWT	CwatDRAFT_4861	Crocosphaera watsonii WH 8501	127
Q4C808	Q4C808_CROWT	CwatDRAFT_5768	Crocosphaera watsonii WH 8501	130
Q4C6R0	Q4C6R0_CROWT	CwatDRAFT_5126	Crocosphaera watsonii WH 8501	103
Q4C2S2	Q4C2S2_CROWT	CwatDRAFT_3075	Crocosphaera watsonii WH 8501	604
Q4C1G6	Q4C1G6_CROWT	CwatDRAFT_3376	Crocosphaera watsonii WH 8501	91
Q4BXI3	Q4BXI3_CROWT	CwatDRAFT_1877	Crocosphaera watsonii WH 8501	309
Q4BX10	Q4BX10_CROWT	CwatDRAFT_1145	Crocosphaera watsonii WH 8501	238
Q4BWM9	Q4BWM9_CROWT	CwatDRAFT_0797	Crocosphaera watsonii WH 8501	232
Q4CAI3	Q4CAI3_CROWT	CwatDRAFT_6133	Crocosphaera watsonii WH 8501	296
Q4C5U2	Q4C5U2_CROWT	CwatDRAFT_4769	Crocosphaera watsonii WH 8501	69
Q4C7C0	Q4C7C0_CROWT	CwatDRAFT_5631	Crocosphaera watsonii WH 8501	210
Q4BUG5	Q4BUG5_CROWT	CwatDRAFT_0015	Crocosphaera watsonii WH 8501	145
Q4C806	Q4C806_CROWT	CwatDRAFT_5493	Crocosphaera watsonii WH 8501	107
Q4BYV3	Q4BYV3_CROWT	CwatDRAFT_1183	Crocosphaera watsonii WH 8501	648
Q4C368	Q4C368_CROWT	CwatDRAFT_3556	Crocosphaera watsonii WH 8501	514
Q4C8U8	Q4C8U8_CROWT	dnaK CwatDRAFT_5320	Crocosphaera watsonii WH 8501	740
Q4C6D3	Q4C6D3_CROWT	CwatDRAFT_5062	Crocosphaera watsonii WH 8501	196
Q4C5H2	Q4C5H2_CROWT	CwatDRAFT_4533	Crocosphaera watsonii WH 8501	245
Q4C4S9	Q4C4S9_CROWT	CwatDRAFT_4255	Crocosphaera watsonii WH 8501	118
Q4CB59	Q4CB59_CROWT	CwatDRAFT_5996	Crocosphaera watsonii WH 8501	824
Q4C1A3	Q4C1A3_CROWT	CwatDRAFT_2787	Crocosphaera watsonii WH 8501	368
Q4C8A9	Q4C8A9_CROWT	CwatDRAFT_5825	Crocosphaera watsonii WH 8501	355
Q4BYX3	Q4BYX3_CROWT	CwatDRAFT_1783	Crocosphaera watsonii WH 8501	262
Q4BWF5	Q4BWF5_CROWT	CwatDRAFT_1385	Crocosphaera watsonii WH 8501	305
Q4BY08	Q4BY08_CROWT	CwatDRAFT_1284	Crocosphaera watsonii WH 8501	106
Q4BY00	Q4BY00_CROWT	CwatDRAFT_1450	Crocosphaera watsonii WH 8501	92
Q4BXA8	Q4BXA8_CROWT	CwatDRAFT_1536	Crocosphaera watsonii WH 8501	140
Q4BY29	Q4BY29_CROWT	CwatDRAFT_1606	Crocosphaera watsonii WH 8501	366
Q4BVI7	Q4BVI7_CROWT	CwatDRAFT_0630	Crocosphaera watsonii WH 8501	477
Q4C5S6	Q4C5S6_CROWT	CwatDRAFT_4464	Crocosphaera watsonii WH 8501	138
Q4BX92	Q4BX92_CROWT	CwatDRAFT_1343	Crocosphaera watsonii WH 8501	265
Q4C2B0	Q4C2B0_CROWT	CwatDRAFT_3425	Crocosphaera watsonii WH 8501	179
Q4BYT6	Q4BYT6_CROWT	CwatDRAFT_1828	Crocosphaera watsonii WH 8501	768
Q4C2R6	Q4C2R6_CROWT	CwatDRAFT_3091	Crocosphaera watsonii WH 8501	83
Q4C627	Q4C627_CROWT	CwatDRAFT_4819	Crocosphaera watsonii WH 8501	447
Q4C0Z8	Q4C0Z8_CROWT	CwatDRAFT_2765	Crocosphaera watsonii WH 8501	81
Q4BV05	Q4BV05_CROWT	CwatDRAFT_0419	Crocosphaera watsonii WH 8501	247
Q4C1W4	Q4C1W4_CROWT	CwatDRAFT_2862	Crocosphaera watsonii WH 8501	137
Q4C219	Q4C219_CROWT	CwatDRAFT_2859	Crocosphaera watsonii WH 8501	155
Q4C685	Q4C685_CROWT	CwatDRAFT_4690	Crocosphaera watsonii WH 8501	149
Q4BWP8	Q4BWP8_CROWT	CwatDRAFT_0892	Crocosphaera watsonii WH 8501	141
Q4C242	Q4C242_CROWT	CwatDRAFT_2992	Crocosphaera watsonii WH 8501	192
Q4C207	Q4C207_CROWT	CwatDRAFT_2838	Crocosphaera watsonii WH 8501	245
Q4C2A0	Q4C2A0_CROWT	CwatDRAFT_3158	Crocosphaera watsonii WH 8501	552
Q4C2X0	Q4C2X0_CROWT	CwatDRAFT_3840	Crocosphaera watsonii WH 8501	88
Q4BZ51	Q4BZ51_CROWT	CwatDRAFT_1005	Crocosphaera watsonii WH 8501	497
Q4C8U5	Q4C8U5_CROWT	CwatDRAFT_5917	Crocosphaera watsonii WH 8501	508
Q4C7N7	Q4C7N7_CROWT	CwatDRAFT_5708	Crocosphaera watsonii WH 8501	89
Q4C5Y9	Q4C5Y9_CROWT	CwatDRAFT_4799	Crocosphaera watsonii WH 8501	361
Q4C9G4	Q4C9G4_CROWT	CwatDRAFT_6349	Crocosphaera watsonii WH 8501	126
Q4BXE6	Q4BXE6_CROWT	pcxA CwatDRAFT_1511	Crocosphaera watsonii WH 8501	444
Q4BWM0	Q4BWM0_CROWT	CwatDRAFT_1113	Crocosphaera watsonii WH 8501	119
Q4BY68	Q4BY68_CROWT	CwatDRAFT_1625	Crocosphaera watsonii WH 8501	154
Q4C5N3	Q4C5N3_CROWT	CwatDRAFT_4495	Crocosphaera watsonii WH 8501	428
Q4C8X9	Q4C8X9_CROWT	CwatDRAFT_5301	Crocosphaera watsonii WH 8501	110
Q4C920	Q4C920_CROWT	CwatDRAFT_5952	Crocosphaera watsonii WH 8501	233
Q4BV89	Q4BV89_CROWT	CwatDRAFT_0600	Crocosphaera watsonii WH 8501	247
Q4C1N8	Q4C1N8_CROWT	CwatDRAFT_3221	Crocosphaera watsonii WH 8501	707
Q4C703	Q4C703_CROWT	CwatDRAFT_4921	Crocosphaera watsonii WH 8501	865
Q4BW11	Q4BW11_CROWT	CwatDRAFT_0569	Crocosphaera watsonii WH 8501	157
Q4C6F2	Q4C6F2_CROWT	CwatDRAFT_5046	Crocosphaera watsonii WH 8501	99
Q4C4D6	Q4C4D6_CROWT	CwatDRAFT_3976	Crocosphaera watsonii WH 8501	99
Q4C0R4	Q4C0R4_CROWT	CwatDRAFT_2899	Crocosphaera watsonii WH 8501	199
Q4C3B4	Q4C3B4_CROWT	rpoZ CwatDRAFT_3617	Crocosphaera watsonii WH 8501	78
Q4C8Y3	Q4C8Y3_CROWT	CwatDRAFT_5298	Crocosphaera watsonii WH 8501	131
Q4BZT9	Q4BZT9_CROWT	CwatDRAFT_2248	Crocosphaera watsonii WH 8501	205
Q4C8C0	Q4C8C0_CROWT	CwatDRAFT_5830	Crocosphaera watsonii WH 8501	639
Q4C405	Q4C405_CROWT	CwatDRAFT_3935	Crocosphaera watsonii WH 8501	190
Q4CB54	Q4CB54_CROWT	CwatDRAFT_6002	Crocosphaera watsonii WH 8501	81
Q4C968	Q4C968_CROWT	CwatDRAFT_5980	Crocosphaera watsonii WH 8501	247
Q4C3N8	Q4C3N8_CROWT	CwatDRAFT_3888	Crocosphaera watsonii WH 8501	447
Q4C5K6	Q4C5K6_CROWT	CwatDRAFT_4618	Crocosphaera watsonii WH 8501	64
Q4BUQ5	Q4BUQ5_CROWT	CwatDRAFT_0340	Crocosphaera watsonii WH 8501	106
Q4BZH0	Q4BZH0_CROWT	atpD atpB CwatDRAFT_2096	Crocosphaera watsonii WH 8501	483
Q4C1G9	Q4C1G9_CROWT	uvrC CwatDRAFT_3374	Crocosphaera watsonii WH 8501	611
Q4BW97	Q4BW97_CROWT	CwatDRAFT_0924	Crocosphaera watsonii WH 8501	380
Q4C6S6	Q4C6S6_CROWT	CwatDRAFT_4972	Crocosphaera watsonii WH 8501	103
Q4BW02	Q4BW02_CROWT	CwatDRAFT_1164	Crocosphaera watsonii WH 8501	235
Q4BWF6	Q4BWF6_CROWT	CwatDRAFT_1388	Crocosphaera watsonii WH 8501	120
Q4BXN7	Q4BXN7_CROWT	CwatDRAFT_1818	Crocosphaera watsonii WH 8501	480
Q4BX61	Q4BX61_CROWT	CwatDRAFT_0659	Crocosphaera watsonii WH 8501	93
Q4C9N2	Q4C9N2_CROWT	CwatDRAFT_6484	Crocosphaera watsonii WH 8501	356
Q4C0F1	Q4C0F1_CROWT	CwatDRAFT_3161	Crocosphaera watsonii WH 8501	455
Q4BVG2	Q4BVG2_CROWT	CwatDRAFT_0646	Crocosphaera watsonii WH 8501	276
Q4C1W2	Q4C1W2_CROWT	plsY CwatDRAFT_2864	Crocosphaera watsonii WH 8501	215
Q4C3V4	Q4C3V4_CROWT	CwatDRAFT_3922	Crocosphaera watsonii WH 8501	129
Q4BUD0	Q4BUD0_CROWT	CwatDRAFT_0167	Crocosphaera watsonii WH 8501	232
Q4C9W8	Q4C9W8_CROWT	CwatDRAFT_6261	Crocosphaera watsonii WH 8501	90
Q4C149	Q4C149_CROWT	rpsK rps11 CwatDRAFT_2400	Crocosphaera watsonii WH 8501	130
Q4BWX4	Q4BWX4_CROWT	CwatDRAFT_1399	Crocosphaera watsonii WH 8501	92
Q4C9M8	Q4C9M8_CROWT	CwatDRAFT_6317	Crocosphaera watsonii WH 8501	508
Q4BXB7	Q4BXB7_CROWT	CwatDRAFT_1210	Crocosphaera watsonii WH 8501	541
Q4C1Z3	Q4C1Z3_CROWT	CwatDRAFT_3324	Crocosphaera watsonii WH 8501	604
Q4BWH5	Q4BWH5_CROWT	CwatDRAFT_1436	Crocosphaera watsonii WH 8501	234
Q4BWU2	Q4BWU2_CROWT	CwatDRAFT_0964	Crocosphaera watsonii WH 8501	312
Q4BXI0	Q4BXI0_CROWT	CwatDRAFT_1886	Crocosphaera watsonii WH 8501	295
Q4C0F7	Q4C0F7_CROWT	CwatDRAFT_2978	Crocosphaera watsonii WH 8501	297
Q4C273	Q4C273_CROWT	CwatDRAFT_2735	Crocosphaera watsonii WH 8501	560
Q4C4R7	Q4C4R7_CROWT	CwatDRAFT_4262	Crocosphaera watsonii WH 8501	347
Q4C8N6	Q4C8N6_CROWT	CwatDRAFT_5356	Crocosphaera watsonii WH 8501	271
Q4C530	Q4C530_CROWT	CwatDRAFT_4411	Crocosphaera watsonii WH 8501	216
Q4BUF3	Q4BUF3_CROWT	CwatDRAFT_0129	Crocosphaera watsonii WH 8501	551
Q4C3P9	Q4C3P9_CROWT	CwatDRAFT_3788	Crocosphaera watsonii WH 8501	476
Q4C5N5	Q4C5N5_CROWT	CwatDRAFT_4494	Crocosphaera watsonii WH 8501	213
Q4CAH2	Q4CAH2_CROWT	CwatDRAFT_6628	Crocosphaera watsonii WH 8501	78
Q4C3L1	Q4C3L1_CROWT	CwatDRAFT_3868	Crocosphaera watsonii WH 8501	213
Q4C1P4	Q4C1P4_CROWT	CwatDRAFT_3239	Crocosphaera watsonii WH 8501	261
Q4BVI4	Q4BVI4_CROWT	CwatDRAFT_0583	Crocosphaera watsonii WH 8501	261
Q4C7K8	Q4C7K8_CROWT	CwatDRAFT_5688	Crocosphaera watsonii WH 8501	89
Q4C949	Q4C949_CROWT	CwatDRAFT_5970	Crocosphaera watsonii WH 8501	92
Q4C2R8	Q4C2R8_CROWT	CwatDRAFT_3094	Crocosphaera watsonii WH 8501	199
Q4C860	Q4C860_CROWT	CwatDRAFT_5460	Crocosphaera watsonii WH 8501	129
Q4C8L5	Q4C8L5_CROWT	CwatDRAFT_5373	Crocosphaera watsonii WH 8501	210
Q4BUR6	Q4BUR6_CROWT	CwatDRAFT_0351	Crocosphaera watsonii WH 8501	94
Q4C740	Q4C740_CROWT	CwatDRAFT_5186	Crocosphaera watsonii WH 8501	228
Q4C893	Q4C893_CROWT	CwatDRAFT_5447	Crocosphaera watsonii WH 8501	131
Q4BXZ6	Q4BXZ6_CROWT	CwatDRAFT_1439	Crocosphaera watsonii WH 8501	183
Q4BU71	Q4BU71_CROWT	CwatDRAFT_0115	Crocosphaera watsonii WH 8501	260
Q4C514	Q4C514_CROWT	CwatDRAFT_4402	Crocosphaera watsonii WH 8501	357
Q4CA61	Q4CA61_CROWT	CwatDRAFT_6212	Crocosphaera watsonii WH 8501	214
Q4C523	Q4C523_CROWT	CwatDRAFT_4350	Crocosphaera watsonii WH 8501	463
Q4BVY6	Q4BVY6_CROWT	CwatDRAFT_0404	Crocosphaera watsonii WH 8501	99
Q4BWA6	Q4BWA6_CROWT	ndhC CwatDRAFT_0729	Crocosphaera watsonii WH 8501	120
Q4C2T6	Q4C2T6_CROWT	CwatDRAFT_3069	Crocosphaera watsonii WH 8501	294
Q4C4A5	Q4C4A5_CROWT	CwatDRAFT_3996	Crocosphaera watsonii WH 8501	91
Q4BUT1	Q4BUT1_CROWT	CwatDRAFT_0389	Crocosphaera watsonii WH 8501	160
Q4C6V7	Q4C6V7_CROWT	CwatDRAFT_5145	Crocosphaera watsonii WH 8501	229
Q4C8J5	Q4C8J5_CROWT	CwatDRAFT_5384	Crocosphaera watsonii WH 8501	166
Q4BW14	Q4BW14_CROWT	CwatDRAFT_0562	Crocosphaera watsonii WH 8501	121
Q4BUZ3	Q4BUZ3_CROWT	CwatDRAFT_0476	Crocosphaera watsonii WH 8501	872
Q4C682	Q4C682_CROWT	CwatDRAFT_4691	Crocosphaera watsonii WH 8501	113
Q4C5G5	Q4C5G5_CROWT	CwatDRAFT_4539	Crocosphaera watsonii WH 8501	243
Q4BWI7	Q4BWI7_CROWT	CwatDRAFT_0971	Crocosphaera watsonii WH 8501	792
Q4BZA5	Q4BZA5_CROWT	CwatDRAFT_1945	Crocosphaera watsonii WH 8501	126
Q4CB25	Q4CB25_CROWT	CwatDRAFT_6734	Crocosphaera watsonii WH 8501	508
Q4BZ13	Q4BZ13_CROWT	CwatDRAFT_2127	Crocosphaera watsonii WH 8501	176
Q4C9H7	Q4C9H7_CROWT	CwatDRAFT_6340	Crocosphaera watsonii WH 8501	226
Q4C2A9	Q4C2A9_CROWT	CwatDRAFT_3435	Crocosphaera watsonii WH 8501	162
Q4CAI6	Q4CAI6_CROWT	CwatDRAFT_6130	Crocosphaera watsonii WH 8501	758
Q4BXH6	Q4BXH6_CROWT	CwatDRAFT_1880	Crocosphaera watsonii WH 8501	493
Q4BW33	Q4BW33_CROWT	CwatDRAFT_0950	Crocosphaera watsonii WH 8501	88
Q4C0S0	Q4C0S0_CROWT	CwatDRAFT_2894	Crocosphaera watsonii WH 8501	470
Q4BWB9	Q4BWB9_CROWT	CwatDRAFT_0776	Crocosphaera watsonii WH 8501	677
Q4BV22	Q4BV22_CROWT	CwatDRAFT_0252	Crocosphaera watsonii WH 8501	87
Q4C230	Q4C230_CROWT	CwatDRAFT_2998	Crocosphaera watsonii WH 8501	109
Q4BVP9	Q4BVP9_CROWT	CwatDRAFT_0804	Crocosphaera watsonii WH 8501	153
Q4BY32	Q4BY32_CROWT	CwatDRAFT_1638	Crocosphaera watsonii WH 8501	65
Q4BV21	Q4BV21_CROWT	CwatDRAFT_0251	Crocosphaera watsonii WH 8501	403
Q4BZG9	Q4BZG9_CROWT	CwatDRAFT_2095	Crocosphaera watsonii WH 8501	334
Q4C8I9	Q4C8I9_CROWT	CwatDRAFT_5864	Crocosphaera watsonii WH 8501	657
Q4C4B5	Q4C4B5_CROWT	CwatDRAFT_3990	Crocosphaera watsonii WH 8501	392
Q4C1Z5	Q4C1Z5_CROWT	CwatDRAFT_3301	Crocosphaera watsonii WH 8501	508
Q4C8I8	Q4C8I8_CROWT	CwatDRAFT_5391	Crocosphaera watsonii WH 8501	121
Q4C8F6	Q4C8F6_CROWT	CwatDRAFT_5843	Crocosphaera watsonii WH 8501	157
Q4CAE6	Q4CAE6_CROWT	CwatDRAFT_6613	Crocosphaera watsonii WH 8501	167
Q4CB60	Q4CB60_CROWT	CwatDRAFT_5995	Crocosphaera watsonii WH 8501	71
Q4BUI6	Q4BUI6_CROWT	CwatDRAFT_0045	Crocosphaera watsonii WH 8501	135
Q4C3T9	Q4C3T9_CROWT	CwatDRAFT_3912	Crocosphaera watsonii WH 8501	566
Q4C665	Q4C665_CROWT	CwatDRAFT_4702	Crocosphaera watsonii WH 8501	311
Q4C7M8	Q4C7M8_CROWT	CwatDRAFT_5568	Crocosphaera watsonii WH 8501	310
Q4BW35	Q4BW35_CROWT	CwatDRAFT_0948	Crocosphaera watsonii WH 8501	310
Q4CA85	Q4CA85_CROWT	CwatDRAFT_6196	Crocosphaera watsonii WH 8501	499
Q4C0I0	Q4C0I0_CROWT	CwatDRAFT_1961	Crocosphaera watsonii WH 8501	96
Q4C0Y6	Q4C0Y6_CROWT	CwatDRAFT_2670	Crocosphaera watsonii WH 8501	138
Q4C8U4	Q4C8U4_CROWT	CwatDRAFT_5321	Crocosphaera watsonii WH 8501	214
Q4CB63	Q4CB63_CROWT	CwatDRAFT_5992	Crocosphaera watsonii WH 8501	389
Q4C6J0	Q4C6J0_CROWT	CwatDRAFT_5082	Crocosphaera watsonii WH 8501	346
Q4BWM5	Q4BWM5_CROWT	CwatDRAFT_0794	Crocosphaera watsonii WH 8501	199
Q4C119	Q4C119_CROWT	CwatDRAFT_2451	Crocosphaera watsonii WH 8501	207
Q4C1H3	Q4C1H3_CROWT	CwatDRAFT_3371	Crocosphaera watsonii WH 8501	148
Q4C9V8	Q4C9V8_CROWT	CwatDRAFT_6270	Crocosphaera watsonii WH 8501	222
Q4C142	Q4C142_CROWT	prfA CwatDRAFT_2407	Crocosphaera watsonii WH 8501	370
Q4C2I8	Q4C2I8_CROWT	CwatDRAFT_3404	Crocosphaera watsonii WH 8501	173
Q4BUG3	Q4BUG3_CROWT	CwatDRAFT_0018	Crocosphaera watsonii WH 8501	274
Q4BYC4	Q4BYC4_CROWT	CwatDRAFT_1740	Crocosphaera watsonii WH 8501	451
Q4BV45	Q4BV45_CROWT	CwatDRAFT_0229	Crocosphaera watsonii WH 8501	266
Q4BY10	Q4BY10_CROWT	CwatDRAFT_1286	Crocosphaera watsonii WH 8501	146
Q4C039	Q4C039_CROWT	CwatDRAFT_2058	Crocosphaera watsonii WH 8501	252
Q4BVL8	Q4BVL8_CROWT	CwatDRAFT_0490	Crocosphaera watsonii WH 8501	183
Q4C998	Q4C998_CROWT	CwatDRAFT_6405	Crocosphaera watsonii WH 8501	133
Q4C897	Q4C897_CROWT	CwatDRAFT_5445	Crocosphaera watsonii WH 8501	1005
Q4C1C3	Q4C1C3_CROWT	pgl CwatDRAFT_2823	Crocosphaera watsonii WH 8501	242
Q4C4W1	Q4C4W1_CROWT	petD CwatDRAFT_4240	Crocosphaera watsonii WH 8501	160
Q4C347	Q4C347_CROWT	CwatDRAFT_3543	Crocosphaera watsonii WH 8501	135
Q4CAF5	Q4CAF5_CROWT	CwatDRAFT_6619	Crocosphaera watsonii WH 8501	189
Q4C0G9	Q4C0G9_CROWT	CwatDRAFT_2983	Crocosphaera watsonii WH 8501	159
Q4C3F3	Q4C3F3_CROWT	CwatDRAFT_3697	Crocosphaera watsonii WH 8501	318
Q4C3I4	Q4C3I4_CROWT	CwatDRAFT_3647	Crocosphaera watsonii WH 8501	57
Q4C7I5	Q4C7I5_CROWT	CwatDRAFT_5587	Crocosphaera watsonii WH 8501	349
Q4C6U3	Q4C6U3_CROWT	CwatDRAFT_4961	Crocosphaera watsonii WH 8501	95
Q4BWJ9	Q4BWJ9_CROWT	CwatDRAFT_1072	Crocosphaera watsonii WH 8501	144
Q4C8H7	Q4C8H7_CROWT	CwatDRAFT_5859	Crocosphaera watsonii WH 8501	295
Q4C3H5	Q4C3H5_CROWT	CwatDRAFT_3673	Crocosphaera watsonii WH 8501	273
Q4C3Z3	Q4C3Z3_CROWT	CwatDRAFT_3969	Crocosphaera watsonii WH 8501	107
Q4C7R4	Q4C7R4_CROWT	CwatDRAFT_5724	Crocosphaera watsonii WH 8501	141
Q4C1K6	Q4C1K6_CROWT	CwatDRAFT_3214	Crocosphaera watsonii WH 8501	202
Q4C4T9	Q4C4T9_CROWT	CwatDRAFT_4251	Crocosphaera watsonii WH 8501	264
Q4CAM4	Q4CAM4_CROWT	CwatDRAFT_6658	Crocosphaera watsonii WH 8501	110
Q4C653	Q4C653_CROWT	CwatDRAFT_4713	Crocosphaera watsonii WH 8501	334
Q4C9E3	Q4C9E3_CROWT	CwatDRAFT_6367	Crocosphaera watsonii WH 8501	190
Q4BVH0	Q4BVH0_CROWT	CwatDRAFT_0592	Crocosphaera watsonii WH 8501	164
Q4BX02	Q4BX02_CROWT	CwatDRAFT_1101	Crocosphaera watsonii WH 8501	350
Q4C4P9	Q4C4P9_CROWT	CwatDRAFT_4223	Crocosphaera watsonii WH 8501	140
Q4C3Z1	Q4C3Z1_CROWT	CwatDRAFT_3968	Crocosphaera watsonii WH 8501	278
Q4BXM6	Q4BXM6_CROWT	CwatDRAFT_1581	Crocosphaera watsonii WH 8501	75
Q4C669	Q4C669_CROWT	CwatDRAFT_4843	Crocosphaera watsonii WH 8501	75
Q4C2F6	Q4C2F6_CROWT	CwatDRAFT_3340	Crocosphaera watsonii WH 8501	409
Q4C595	Q4C595_CROWT	CwatDRAFT_4312	Crocosphaera watsonii WH 8501	222
Q4C3Q7	Q4C3Q7_CROWT	CwatDRAFT_3796	Crocosphaera watsonii WH 8501	266
Q4BWE1	Q4BWE1_CROWT	CwatDRAFT_0866	Crocosphaera watsonii WH 8501	508
Q4BYW8	Q4BYW8_CROWT	CwatDRAFT_1786	Crocosphaera watsonii WH 8501	53
Q4BZM5	Q4BZM5_CROWT	CwatDRAFT_2372	Crocosphaera watsonii WH 8501	344
Q4C123	Q4C123_CROWT	CwatDRAFT_2437	Crocosphaera watsonii WH 8501	205
Q4C9Z2	Q4C9Z2_CROWT	CwatDRAFT_6528	Crocosphaera watsonii WH 8501	260
Q4CB09	Q4CB09_CROWT	CwatDRAFT_6727	Crocosphaera watsonii WH 8501	409
Q4BZJ4	Q4BZJ4_CROWT	CwatDRAFT_2297	Crocosphaera watsonii WH 8501	471
Q4C9B4	Q4C9B4_CROWT	CwatDRAFT_6383	Crocosphaera watsonii WH 8501	198
Q4C708	Q4C708_CROWT	CwatDRAFT_4916	Crocosphaera watsonii WH 8501	166
Q4BWI1	Q4BWI1_CROWT	CwatDRAFT_0888	Crocosphaera watsonii WH 8501	301
Q4C6M1	Q4C6M1_CROWT	CwatDRAFT_4999	Crocosphaera watsonii WH 8501	282
Q4C1T0	Q4C1T0_CROWT	CwatDRAFT_2501	Crocosphaera watsonii WH 8501	117
Q4C473	Q4C473_CROWT	CwatDRAFT_4150	Crocosphaera watsonii WH 8501	753
Q4CAW5	Q4CAW5_CROWT	CwatDRAFT_6706	Crocosphaera watsonii WH 8501	110
Q4BXL0	Q4BXL0_CROWT	CwatDRAFT_1251	Crocosphaera watsonii WH 8501	435
Q4C7D8	Q4C7D8_CROWT	CwatDRAFT_5643	Crocosphaera watsonii WH 8501	484
Q4BV15	Q4BV15_CROWT	CwatDRAFT_0472	Crocosphaera watsonii WH 8501	385
Q4C6I7	Q4C6I7_CROWT	CwatDRAFT_5019	Crocosphaera watsonii WH 8501	135
Q4C0K9	Q4C0K9_CROWT	CwatDRAFT_2699	Crocosphaera watsonii WH 8501	90
Q4C365	Q4C365_CROWT	CwatDRAFT_3553	Crocosphaera watsonii WH 8501	307
Q4C031	Q4C031_CROWT	CwatDRAFT_2062	Crocosphaera watsonii WH 8501	193
Q4C3X0	Q4C3X0_CROWT	CwatDRAFT_3930	Crocosphaera watsonii WH 8501	282
Q4C767	Q4C767_CROWT	CwatDRAFT_5213	Crocosphaera watsonii WH 8501	219
Q4C0K5	Q4C0K5_CROWT	CwatDRAFT_2703	Crocosphaera watsonii WH 8501	275
Q4BUN5	Q4BUN5_CROWT	CwatDRAFT_0269	Crocosphaera watsonii WH 8501	194
Q4CAU8	Q4CAU8_CROWT	CwatDRAFT_6063	Crocosphaera watsonii WH 8501	479
Q4C1N7	Q4C1N7_CROWT	CwatDRAFT_3222	Crocosphaera watsonii WH 8501	239
Q4BUS1	Q4BUS1_CROWT	CwatDRAFT_0320	Crocosphaera watsonii WH 8501	449
Q4C1P2	Q4C1P2_CROWT	CwatDRAFT_3237	Crocosphaera watsonii WH 8501	176
Q4BWT9	Q4BWT9_CROWT	CwatDRAFT_0961	Crocosphaera watsonii WH 8501	465
Q4C8T3	Q4C8T3_CROWT	CwatDRAFT_5907	Crocosphaera watsonii WH 8501	281
Q4BVL1	Q4BVL1_CROWT	CwatDRAFT_0542	Crocosphaera watsonii WH 8501	484
Q4C6H3	Q4C6H3_CROWT	CwatDRAFT_5031	Crocosphaera watsonii WH 8501	109
Q4C2J9	Q4C2J9_CROWT	CwatDRAFT_3398	Crocosphaera watsonii WH 8501	84
Q4C930	Q4C930_CROWT	CwatDRAFT_5267	Crocosphaera watsonii WH 8501	508
Q4C5Q7	Q4C5Q7_CROWT	CwatDRAFT_4478	Crocosphaera watsonii WH 8501	111
Q4C9H2	Q4C9H2_CROWT	cpcS CwatDRAFT_6342	Crocosphaera watsonii WH 8501	197
Q4C8K6	Q4C8K6_CROWT	CwatDRAFT_5377	Crocosphaera watsonii WH 8501	227
Q4C1U1	Q4C1U1_CROWT	CwatDRAFT_2505	Crocosphaera watsonii WH 8501	103
Q4C902	Q4C902_CROWT	CwatDRAFT_5943	Crocosphaera watsonii WH 8501	131
Q4C7G4	Q4C7G4_CROWT	CwatDRAFT_5660	Crocosphaera watsonii WH 8501	272
Q4C3Z0	Q4C3Z0_CROWT	CwatDRAFT_3967	Crocosphaera watsonii WH 8501	273
Q4BYA7	Q4BYA7_CROWT	CwatDRAFT_1556	Crocosphaera watsonii WH 8501	278
Q4BWZ0	Q4BWZ0_CROWT	trmFO CwatDRAFT_1230	Crocosphaera watsonii WH 8501	456
Q4C3L6	Q4C3L6_CROWT	CwatDRAFT_3873	Crocosphaera watsonii WH 8501	541
